ticket_id,user_id,created_at,hour_of_day,day_of_week,age,gender,country,city,subscription,registration_date,days_since_registration,total_likes,total_matches,messages_sent,active_days_last_week,boosts_purchased,superlikes_purchased,past_tickets_count,avg_csat_history,platform,app_version,channel,language,user_message,support_response,message_length_chars,message_length_words,sentiment_score,priority,resolution_time_minutes,escalated,csat_ticket,category
TW-C4934B7BA5,U69707569,2026-02-07T08:56:03,8,Saturday,34,other,RU,Новосибирск,premium,2025-07-26,196,188,13,71,2,2,0,1,3.5,Android,5.0.0,telegram_bot,ru,"добрый день! Не могу продлить подписку, кнопка оплаты не работает.","Здравствуйте! Платёж в обработке у платёжной системы, обычно занимает до 24 часов.",66,10,0.004,medium,23.1,0,4,payment
TW-0CD9446195,U62645986,2025-04-30T15:54:01,15,Wednesday,30,female,RU,Сочи,premium,2024-05-14,351,211,25,121,4,1,0,3,5.0,Android,4.14.0,telegram_bot,ru,"хочу обратиться! Профиль явно фейковый, фотки из интернета, пожалуйста проверьте. Без вашего ответа не разберусь.","Приветствуем! Заблокировать пользователя можно через его профиль, кнопка Заблокировать.",113,15,-0.653,high,43.8,0,5,complaint
TW-8C03D81CE1,U38222833,2025-01-20T06:40:05,6,Monday,31,male,RU,Самара,premium,2024-11-22,59,166,12,75,1,3,2,2,4.1,Android,5.0.1,in_app_chat,ru,"Нужна помощь, взможно ли перенести подписку с одного аккаунта на другой? Пишу уже не первый раз.","Приветствуем! Платёж в обработке у платёжной системы, обычно занимает до 24 часов.",96,16,-0.394,medium,38.0,1,4,payment
TW-CA30FAB4EF,U20438041,2025-03-10T12:18:15,12,Monday,26,female,RU,Санкт-Петербург,premium,2024-11-25,105,179,13,63,2,0,4,2,2.8,iOS,4.12.3,in_app_chat,ru,"Добрый день, прошу возврат средств за подписку, аккаунт заблокирован без причины. Пожалуйста, помогите разобраться.","Приветствуем! Возврат подтверждён, деньги поступят на карту в ближайшие дни.",115,14,-0.48,high,167.4,0,3,refund
TW-997F46DED1,U99908201,2025-06-29T17:01:41,17,Sunday,30,female,RU,Воронеж,premium,2025-01-22,158,216,4,8,4,2,3,2,5.0,Web,4.13.2,in_app_chat,ru,"Здравствуйте, уважаемая поддержка, не могу оплатить премиум на Honor, пишет ошибку «недостаточно средств» хотя деньги есть. Жду ответа.",Здравствуйте! Для применения промокода его нужно ввести до нажатия кнопки Оплатить.,135,18,-0.309,medium,25.1,0,5,payment
TW-71CA1DFEAE,U63258605,2026-02-06T05:55:11,5,Friday,27,male,RU,Москва,free,2024-12-07,426,625,49,139,5,0,0,4,4.2,Android,4.13.0,in_app_chat,ru,"Привет, модератор отклонил фото с друзьями, где я отмечен. Заранее благодарю.","Добрый день! Анкета принята на повторную модерацию, ожидайте до 24 часов.",77,11,0.027,medium,40.4,0,5,moderation
TW-7CEEAED52C,U94298207,2025-05-12T22:38:15,22,Monday,28,female,RU,Москва,free,2025-04-17,25,93,4,21,2,1,0,2,3.3,Android,4.13.2,in_app_chat,ru,"Привет, купил 10 супер-лайков, но они не появились на счёте. Спасибо заранее","Добрый день! Проблема на стороне банка, рекомендуем попробовать другую карту.",76,12,-0.511,medium,42.7,0,4,payment
TW-232F2BEFDC,U22201324,2025-11-22T13:37:54,13,Saturday,23,male,RU,Казань,premium,2025-09-03,80,131,16,36,0,3,3,1,4.7,Android,4.15.0,in_app_chat,ru,"здравствуйте, уважаемая поддержка, хочу сменить способ оплаты, но в настройках нет такой опции. Пожалуйста, помогите разобраться.",Здравствуйте! Сменить способ оплаты можно через настройки магазина приложений.,129,16,-0.649,medium,29.5,0,4,payment
TW-76553F75F7,U71050716,2025-09-23T11:53:06,11,Tuesday,24,male,RU,Санкт-Петербург,premium,2025-03-19,188,154,18,108,4,5,2,1,3.7,iOS,4.14.1,in_app_chat,ru,"Здравствуйте, саппорт! Где посмотреть историю платежей внутри приложения?","Добрый день! Проблема на стороне банка, рекомендуем попробовать другую карту.",73,8,-0.274,medium,28.4,0,3,payment
TW-7D59D164DA,U57103300,2025-07-27T04:12:21,4,Sunday,29,female,RU,Уфа,premium,2025-02-08,169,85,5,24,7,1,1,1,4.4,Android,5.0.0,in_app_chat,ru,"здравствуйте, уважаеамя поддержка, хочу пожаловаться, человек вымогает деньги через чат. Пишу уже не первый раз.","Здравствуйте! Профиль проверен, нарушения подтверждены, пользователь заблокирован.",112,15,-0.382,medium,207.4,0,3,complaint
TW-3170D253E3,U43641979,2025-03-30T21:43:21,21,Sunday,23,male,RU,Москва,free,2024-06-09,294,433,42,137,1,1,0,2,4.2,iOS,4.12.3,in_app_chat,ru,Привет. Как вернуть деньги за неверно выбранный тариф,"Добрый день! Возврат подтверждён, деньги поступят на карту в ближайшие дни.",53,8,-0.459,medium,24.1,0,3,refund
TW-5288BA07EC,U14927609,2025-10-06T04:46:45,4,Monday,37,male,RU,Красноярск,free,2025-06-02,126,399,49,191,5,2,0,1,3.4,iOS,4.14.0,in_app_chat,ru,"Здравствуйте, модератор отклонил фото с друзьями, где я отмечен","Добрый день! Решение модератора пересмотрено, ваш профиль восстановлен.",63,9,-0.348,low,135.1,0,4,moderation
TW-9CCBCBFE77,U33167653,2025-03-20T07:54:11,7,Thursday,30,male,RU,Владивосток,premium,2024-12-29,81,302,18,72,6,3,2,2,4.0,Android,4.14.1,in_app_chat,ru,"Прошу помочь! Промокод TWINBY20 не применяется при покупке, что делать? Пишу уже не первый раз.","Приветствуем! Премиум активирован, перезайдите в приложение для обновления статуса.",95,15,-0.141,medium,33.2,0,4,payment
TW-B64B8CFB07,U22957626,2025-12-14T13:46:06,13,Sunday,22,other,RU,Воронеж,premium,2025-06-08,189,1404,77,171,5,1,2,0,,Android,4.13.0,in_app_chat,ru,Здравствуйте! Общий вопрос: как приалжение работает в роуминге? Спасибо заранее,Добрый день! Партнёрские программы обсуждаются через partners@twinby.com.,79,10,0.049,medium,28.2,0,5,other
TW-554E784567,U41983564,2025-06-13T16:39:33,16,Friday,29,male,RU,Санкт-Петербург,free,2024-10-09,247,523,43,85,4,0,0,2,4.1,Android,4.13.0,in_app_chat,ru,"привет, забыл пароль, письмо для восстановления не приходит на почту. Надеюсь на скорый ответ","Добрый день! Для удаления аккаунта зайдите в Настройки, Профиль, Удалить аккаунт.",93,14,-0.072,low,92.9,0,4,account
TW-2503C2514F,U49844560,2025-05-22T11:40:00,11,Thursday,28,female,RU,Омск,free,2025-03-18,65,43,3,13,3,1,0,1,3.6,Android,4.14.0,in_app_chat,ru,"Отклонили  фото в спортзале, хотя оно приличное.","Добрый день! Решение модератора пересмотрено, ваш профиль восстановлен.",48,7,-0.268,medium,43.1,0,5,moderation
TW-BF682FCD77,U86645340,2025-12-04T12:13:26,12,Thursday,27,female,RU,Самара,free,2025-09-02,93,148,13,31,3,1,1,0,,Android,4.13.0,in_app_chat,ru,"Здравствуйте, возможно ли перенести подписку с одного аккаунта на другой? Прошу ответить как можно скорее.",Приветствуем! Для применения промокода его нужно ввести до нажатия кнопки Оплатить.,106,15,-0.094,medium,15.3,1,3,payment
TW-FDA4798EE0,U90667104,2025-08-17T01:55:27,1,Sunday,34,male,RU,Екатеринбург,free,2025-07-29,19,12,0,9,0,1,2,1,2.6,Android,4.15.0,in_app_chat,ru,"Привет. Платеж прошёл, чек есть, а в профиле всё ещё free-версия. Пишу уже не первый раз.","Здравствуйте! Проверили ваш платёж, средства поступили, подписка активирована.",89,16,-0.355,medium,64.7,0,4,payment
TW-163CF82546,U54937425,2025-08-24T07:04:00,7,Sunday,30,female,RU,Санкт-Петербург,free,2025-08-08,16,243,30,27,6,0,0,2,4.6,Android,4.13.0,telegram_bot,ru,"Возврат за бусты, которые не сработали в приложении. Жду ответа.","Здравствуйте! Возврат возможен только через магазин приложений, отправьте запрос туда.",64,10,-0.124,medium,149.7,0,3,refund
TW-9E073065EB,U25191763,2025-06-15T20:31:59,20,Sunday,41,female,RU,Москва,premium,2024-08-24,295,195,12,29,3,0,4,3,4.9,iOS,4.14.1,email,ru,"здравствуйте, купил премиум, не понял что это автопродление, требую возврата","Здравствуйте! Возврат возможен только через магазин приложений, отправьте запрос туда.",76,10,-0.533,high,206.5,0,2,refund
